AveCarelessness,AveCorrect,AveKnow,AveResBored,AveResConf,AveResEngcon,AveResFrust,AveResGaming,AveResOfftask,ITEST_id,Ln,Ln-1,NumActions,RES_BORED,RES_CONCENTRATING,RES_CONFUSED,RES_FRUSTRATED,RES_GAMING,RES_OFFTASK,attemptCount,bottomHint,consecutiveErrorsInRow,correct,endsWithAutoScaffolding,endsWithScaffolding,frIsHelpRequest,frIsHelpRequestScaffolding,frPast5HelpRequest,frPast5WrongCount,frPast8HelpRequest,frPast8WrongCount,frTimeTakenOnScaffolding,frTotalSkillOpportunitiesScaffolding,frWorkingInSchool,helpAccessUnder2Sec,hint,hintCount,hintTotal,manywrong,original,past8BottomOut,responseIsChosen,responseIsFillIn,scaffold,stlHintUsed,sumTimePerSkill,timeGreater10SecAndNextActionRight,timeGreater5Secprev2wrong,timeOver80,timeSinceSkill,timeTaken,totalFrAttempted,totalFrPastWrongCount,totalFrPercentPastWrong,totalFrSkillOpportunities,totalFrSkillOpportunitiesByScaffolding,totalFrTimeOnSkill,totalTimeByPercentCorrectForskill,MCAS,isSTEM
0.079643389,0.356521739,0.120097305,0.273601423,0.064714342,0.659906999,0.183939936,0.051799226,0.255613533,1707,0.120097305,0.135239138,230,0.273601423,0.659906999,0.064714342,0.183939936,0.051799226,0.255613533,2.152173913,0.043478261,0.169565217,0.356521739,0,0.704347826,0.273913043,0.730434783,2.382608696,0.734782609,3.182608696,1.060869565,29.79130437,7.056521739,1,0,0.27826087,0.839130435,1.182608696,0.782608696,0.239130435,0.07826087,0,0,0.47826087,0.004347826,1290.96087,0.22173913,0.052173913,0.117391304,206067.3739,37.34347826,50.26956522,3.717391304,0.18665722,17.63043478,1.087159649,886.7347826,3550.211614,11,0
0.09630033,0.417989418,0.213649018,0.303880597,0.122418755,0.66075811,0.096325805,0.020371879,0.305603034,1723,0.213649018,0.220751495,189,0.303880597,0.66075811,0.122418755,0.096325805,0.020371879,0.305603034,2.312169312,0.026455026,0.169312169,0.417989418,0,0.804232804,0.37037037,0.798941799,1.592592593,0.412698413,1.920634921,0.46031746,40.08994705,2.312169312,0.661375661,0,0.238095238,0.772486772,1.211640212,0.666666667,0.19047619,0.015873016,0,0,0.608465608,0,446.9682539,0.317460317,0.079365079,0.17989418,101004.8624,52,46.12698413,0.481481481,0.20314598,3.407407407,0.787556962,281.2910053,1401.879552,31,0
0.062484161,0.280730005,0.096756566,0.19241933,0.080422432,0.70823275,0.117058718,0.42696313,0.110961325,1764,0.096756566,0.123829664,1863,0.19241933,0.70823275,0.080422432,0.117058718,0.42696313,0.110961325,2.713902308,0.11164788,0.01180891,0.280730005,0.013955985,0.81266774,0.267847558,0.838969404,2.91626409,0.575952764,4.090177134,0.785829308,9.851851828,7.615673645,1,0.127750939,0.54589372,1.847020934,2.64143854,0.89640365,0.140096618,0.533548041,0,0.16317767,0.329575953,0,451.8212561,0.070316694,0.002683843,0.020933977,308311.9839,11.91411701,337.2775094,1.710681696,0.180876413,12.0085883,1.223775188,254.4111648,1612.011869,12,0
0.160325059,0.62,0.381937864,0.278406388,0.073538239,0.674504762,0.05533721,0.006866234,0.267872119,1765,0.381937864,0.329524118,200,0.278406388,0.674504762,0.073538239,0.05533721,0.006866234,0.267872119,2.05,0,0.465,0.62,0,0.645,0.485,0.645,1.845,0.375,2.345,0.525,31.28999999,2.49,1,0,0.095,0.22,0.35,0.24,0.335,0,0,0,0.61,0,436.4099999,0.595,0.11,0.23,350908.975,62.31999999,81.685,0.69,0.127618218,3.965,0.76912277,283.75,978.3390943,53,0
0.06489787,0.360824742,0.120136294,0.284111636,0.089738586,0.62701609,0.188969519,0.050319278,0.251050998,1788,0.120136294,0.126349784,388,0.284111636,0.62701609,0.089738586,0.188969519,0.050319278,0.251050998,2.368556701,0.043814433,0.260309278,0.360824742,0,0.631443299,0.304123711,0.641752577,1.479381443,1.231958763,1.976804124,1.628865979,50.46907213,7.682989691,1,0.007731959,0.231958763,0.75257732,1.262886598,0.734536082,0.231958763,0.172680412,0,0,0.481958763,0,1510.193299,0.257731959,0.118556701,0.167525773,272285.5309,54.97164948,84.50257732,6.845360825,0.30514418,16.37113402,0.994887267,865.5927835,4597.574207,33,1
0.222619165,0.608597285,0.426443917,0.229175555,0.094509357,0.679973483,0.118059558,0.012870778,0.163815967,1824,0.426443917,0.418219838,442,0.229175555,0.679973483,0.094509357,0.118059558,0.012870778,0.163815967,1.918552036,0.002262443,0.339366516,0.608597285,0,0.633484163,0.386877828,0.633484163,1.64479638,0.649321267,2.160633484,0.778280543,15.63348415,3.036199095,1,0,0.040723982,0.135746606,0.2239819,0.29638009,0.350678733,0.002262443,0,0,0.601809955,0,446.3393666,0.438914027,0.090497738,0.061085973,782801.7783,32.29864253,161.8914027,1.597285068,0.237442851,8.180995475,0.874212116,325.5113122,1633.855706,45,0
0.087072998,0.290849673,0.14086847,0.258451235,0.100905384,0.595325934,0.154155984,0.151815666,0.213625638,1849,0.14086847,0.170236436,306,0.258451235,0.595325934,0.100905384,0.154155984,0.151815666,0.213625638,3.081699346,0.068627451,0.333333333,0.290849673,0,0.352941176,0.166666667,0.424836601,0.81372549,0.839869281,1.009803922,0.990196078,26.99346404,1.722222222,1,0.035947712,0.382352941,1.503267974,2.526143791,0.826797386,0.297385621,0.163398693,0,0.120915033,0.183006536,0,416.6209151,0.189542484,0.071895425,0.114379085,197116.951,36.73529412,56.17647059,1.441176471,0.29063226,3.375816993,0.946724246,184.3071895,2382.589271,15,0
0.093979932,0.388888889,0.125945126,0.302264522,0.157334071,0.633699743,0.081577686,0.00503135,0.319228693,1851,0.125945126,0.170462042,126,0.302264522,0.633699743,0.157334071,0.081577686,0.00503135,0.319228693,2.253968254,0.015873016,0.261904762,0.388888889,0,0.761904762,0.365079365,0.753968254,1.158730159,0.349206349,1.19047619,0.349206349,69.98412698,1.222222222,1,0,0.174603175,0.515873016,0.873015873,0.658730159,0.238095238,0.023809524,0,0,0.634920635,0,296.3333335,0.349206349,0.126984127,0.158730159,86496.25397,56.41269841,28.75396825,0.53968254,0.287037038,2.079365079,0.885317462,102.3015873,1249.414948,-999,1
0.093979932,0.388888889,0.125945126,0.302264522,0.157334071,0.633699743,0.081577686,0.00503135,0.319228693,1851,0.125945126,0.170462042,126,0.302264522,0.633699743,0.157334071,0.081577686,0.00503135,0.319228693,2.253968254,0.015873016,0.261904762,0.388888889,0,0.761904762,0.365079365,0.753968254,1.158730159,0.349206349,1.19047619,0.349206349,69.98412698,1.222222222,1,0,0.174603175,0.515873016,0.873015873,0.658730159,0.238095238,0.023809524,0,0,0.634920635,0,296.3333335,0.349206349,0.126984127,0.158730159,86496.25397,56.41269841,28.75396825,0.53968254,0.287037038,2.079365079,0.885317462,102.3015873,1249.414948,-999,1
0.292487538,0.584437086,0.541741775,0.247345636,0.112176983,0.653419723,0.133386603,0.031581679,0.207356502,1858,0.541741775,0.540075831,604,0.247345636,0.653419723,0.112176983,0.133386603,0.031581679,0.207356502,1.897350993,0.01986755,0.052980132,0.584437086,0,0.458609272,0.25,0.463576159,1.130794702,0.802980132,1.539735099,1.021523179,17.36092715,2.655629139,1,0.003311258,0.130794702,0.42384106,0.733443709,0.390728477,0.428807947,0.049668874,0,0.203642384,0.349337748,0.001655629,686.9470201,0.485099338,0.031456954,0.170529801,1012840.95,45.28807947,214.7847682,1.864238411,0.238193616,7.657284768,0.934297469,514.4619205,1369.808657,34,1
0.092305907,0.348039216,0.128887268,0.28281809,0.178189898,0.626409341,0.118889891,0.032659369,0.2514075,1867,0.128887268,0.159409688,204,0.28281809,0.626409341,0.178189898,0.118889891,0.032659369,0.2514075,2.602941176,0.009803922,0.441176471,0.348039216,0,0.632352941,0.259803922,0.676470588,1.470588235,0.676470588,2.068627451,0.901960784,33.88725495,3.014705882,1,0,0.176470588,0.568627451,1.029411765,0.710784314,0.264705882,0.014705882,0,0,0.504901961,0,488.132353,0.254901961,0.205882353,0.117647059,177845.6961,35.78431373,45.05392157,1.37254902,0.283657954,5.107843137,0.834944661,262.4215686,1779.313704,-999,1
0.092305907,0.348039216,0.128887268,0.28281809,0.178189898,0.626409341,0.118889891,0.032659369,0.2514075,1867,0.128887268,0.159409688,204,0.28281809,0.626409341,0.178189898,0.118889891,0.032659369,0.2514075,2.602941176,0.009803922,0.441176471,0.348039216,0,0.632352941,0.259803922,0.676470588,1.470588235,0.676470588,2.068627451,0.901960784,33.88725495,3.014705882,1,0,0.176470588,0.568627451,1.029411765,0.710784314,0.264705882,0.014705882,0,0,0.504901961,0,488.132353,0.254901961,0.205882353,0.117647059,177845.6961,35.78431373,45.05392157,1.37254902,0.283657954,5.107843137,0.834944661,262.4215686,1779.313704,-999,1
0.104323868,0.450892857,0.213020847,0.235120853,0.094633199,0.659911087,0.156800757,0.033219883,0.172085376,1877,0.213020847,0.227612466,448,0.235120853,0.659911087,0.094633199,0.156800757,0.033219883,0.172085376,2.098214286,0.022321429,0.147321429,0.450892857,0,0.649553571,0.328125,0.649553571,1.841517857,0.716517857,2.448660714,0.955357143,20.17410711,4.118303571,1,0,0.205357143,0.631696429,1.002232143,0.589285714,0.314732143,0.058035714,0,0,0.502232143,0,769.2321427,0.294642857,0.064732143,0.060267857,380797.2188,27.21205357,118.484375,3.232142857,0.283216704,12.89508929,0.916691221,553.5558036,1955.595179,31,0
0.138642936,0.540041068,0.276046267,0.245931212,0.145107391,0.676310811,0.087948924,0.02155812,0.208766871,1881,0.276046267,0.281809924,487,0.245931212,0.676310811,0.145107391,0.087948924,0.02155812,0.208766871,1.897330595,0.006160164,0.197125257,0.540041068,0,0.609856263,0.326488706,0.607802875,1.574948665,0.780287474,2.071868583,0.930184805,18.85010265,1.872689938,1,0,0.075975359,0.254620123,0.445585216,0.416837782,0.390143737,0.008213552,0,0,0.554414784,0,381.5297742,0.410677618,0.069815195,0.13963039,1033821.101,41.11498973,156.8583162,1.164271047,0.246452222,4.521560575,0.907369307,255.201232,1034.990313,43,0
0.065922141,0.278538813,0.074758494,0.300129412,0.221975045,0.641126715,0.10694678,0.002983975,0.295399912,1884,0.074758494,0.106942111,219,0.300129412,0.641126715,0.221975045,0.10694678,0.002983975,0.295399912,3.095890411,0.03652968,0.150684932,0.278538813,0,0.808219178,0.228310502,0.840182648,2.01369863,0.885844749,2.625570776,1.283105023,35.90867578,4.159817352,1,0,0.273972603,1.123287671,1.913242009,0.789954338,0.118721461,0.146118721,0,0,0.552511416,0,795.6392695,0.205479452,0.095890411,0.132420091,193572.7626,36.1369863,36.59817352,2.00456621,0.346533404,5.511415525,1.007614891,343.0913242,3296.896109,-999,0
0.017348084,0.226941748,0.044351498,0.190449707,0.079189232,0.687219459,0.133000989,0.601588252,0.130239222,1892,0.044351498,0.063780398,824,0.190449707,0.687219459,0.079189232,0.133000989,0.601588252,0.130239222,2.770631068,0.180825243,0.120145631,0.226941748,0,0.773058252,0.283980583,0.859223301,3.065533981,0.118932039,4.038834951,0.186893204,10.10558251,7.355582524,1,0.162621359,0.649271845,2.055825243,2.836165049,0.97815534,0.121359223,1.046116505,0,0,0.283980583,0.002427184,907.8155339,0.031553398,0.036407767,0.031553398,167175.9976,15.72694174,118.7269417,0.962378641,0.043553077,12.31067961,1.07862896,507.2002427,3714.468025,-999,0
0.041158491,0.283687943,0.056188355,0.328554791,0.229096313,0.614031175,0.163253293,0.019184024,0.360419645,1896,0.056188355,0.067093847,141,0.328554791,0.614031175,0.229096313,0.163253293,0.019184024,0.360419645,2.843971631,0.04964539,0.354609929,0.283687943,0,0.843971631,0.276595745,0.843971631,2.709219858,1.085106383,4.078014184,1.489361702,68.4964539,8.163120567,1,0.007092199,0.269503546,1.042553191,1.602836879,0.879432624,0.127659574,0.29787234,0,0,0.588652482,0,1787.297872,0.219858156,0.184397163,0.269503546,180209.539,67.30496453,30.07092199,3.34751773,0.30872218,13.82269504,1.211012028,1018.822695,5636.721025,-999,0
0.075775817,0.304,0.117114574,0.279332176,0.120633048,0.617727416,0.127726758,0.044903821,0.270717098,1915,0.117114574,0.139802568,250,0.279332176,0.617727416,0.120633048,0.127726758,0.044903821,0.270717098,2.596,0.044,0.176,0.304,0,0.72,0.284,0.716,1.7,0.496,1.848,0.556,52.008,1.484,0.908,0,0.32,1.032,1.616,0.828,0.248,0.14,0,0,0.476,0,537.3520001,0.192,0.048,0.12,70014.516,45.54,45.592,0.72,0.198135354,3.196,0.909733333,332.888,2260.386068,14,0
0.139911596,0.390909091,0.214952256,0.235609846,0.109651835,0.676344067,0.099366558,0.081461634,0.156072834,1922,0.214952256,0.258123148,770,0.235609846,0.676344067,0.109651835,0.099366558,0.081461634,0.156072834,2.87012987,0.035064935,0.046753247,0.390909091,0.002597403,0.72987013,0.281818182,0.720779221,1.955844156,0.805194805,2.575324675,1.112987013,22.61558441,3.951948052,1,0.035064935,0.214285714,0.848051948,1.724675325,0.65974026,0.206493506,0.120779221,0,0.162337662,0.516883117,0,402.896104,0.219480519,0.016883117,0.051948052,463401.1701,23.97142857,184.8896104,1.918181818,0.263776076,7.509090909,1.273470034,225.9727273,1208.976677,28,0
0.080746479,0.35443038,0.116263009,0.280330991,0.116636036,0.59764979,0.213517579,0.103720624,0.247450571,1951,0.116263009,0.15158953,316,0.280330991,0.59764979,0.116636036,0.213517579,0.103720624,0.247450571,2.563291139,0.056962025,0.180379747,0.35443038,0,0.382911392,0.148734177,0.382911392,1.015822785,1.126582278,1.367088608,1.506329114,49.01582277,1.050632911,0.981012658,0.012658228,0.310126582,1.018987342,1.689873418,0.740506329,0.613924051,0.158227848,0,0,0.199367089,0,1088.696203,0.243670886,0.101265823,0.17721519,386728.5032,50.56329114,63.01265823,4.727848101,0.325608544,11.18987342,0.81866837,562.2468354,2827.424134,15,1
0.044296495,0.260750229,0.071759574,0.205425439,0.050227862,0.676696139,0.139754623,0.396133779,0.124006175,1960,0.071759574,0.088597868,1093,0.205425439,0.676696139,0.050227862,0.139754623,0.396133779,0.124006175,2.603842635,0.118938701,0.041171089,0.260750229,0.01189387,0.752973468,0.259835316,0.824336688,2.602012809,0.613906679,3.382433669,0.85452882,14.10064046,4.171088747,1,0.118023788,0.567246112,1.808783166,2.571820677,0.94053065,0.129002745,0.551692589,0,0.104300091,0.290027447,0,420.0942361,0.069533394,0.007319305,0.049405306,359322.7804,18.52698993,186.200366,1.559926807,0.202501971,7.06221409,1.241635352,222.2406221,2045.210339,11,0
0.253981032,0.502570694,0.449094258,0.231418483,0.086896439,0.669905706,0.090044187,0.078853754,0.169086832,1961,0.449094258,0.465433613,778,0.231418483,0.669905706,0.086896439,0.090044187,0.078853754,0.169086832,2.628534704,0.039845758,0.019280206,0.502570694,0,0.56940874,0.307197943,0.620822622,1.904884319,0.55655527,2.638817481,0.735218509,19.73393316,3.66966581,0.989717224,0.042416452,0.258354756,1.248071979,2.156812339,0.483290488,0.300771208,0.110539846,0,0.165809769,0.392030848,0,512.4151672,0.335475578,0.008997429,0.068123393,741117.5154,29.82647814,257.4087404,1.312339332,0.159431703,7.947300771,1.030845005,322.6915167,1399.75127,50,0
0.074842762,0.347480106,0.078767709,0.296409746,0.149377286,0.61229242,0.158170924,0.016181262,0.242232008,1962,0.078767709,0.100499402,377,0.296409746,0.61229242,0.149377286,0.158170924,0.016181262,0.242232008,2.663129973,0.01061008,0.525198939,0.347480106,0,0.668435013,0.275862069,0.679045093,1.562334218,1.082228117,2.175066313,1.421750663,35.08753317,6.907161804,1,0,0.116710875,0.419098143,0.729442971,0.74005305,0.193633952,0.029177719,0,0,0.596816976,0.00265252,2683.748011,0.24933687,0.206896552,0.124668435,210386.5411,45.0132626,72.82228117,4.034482759,0.312285689,13.24403183,1.061813797,881.1140584,14125.08089,7,0
0.10722113,0.357027464,0.167598349,0.207426122,0.072089713,0.676588079,0.11319437,0.225042153,0.135459062,1980,0.167598349,0.168795022,619,0.207426122,0.676588079,0.072089713,0.11319437,0.225042153,0.135459062,2.9273021,0.063004847,0.037156704,0.357027464,0.022617124,0.642972536,0.276252019,0.686591276,1.815831987,0.636510501,2.353796446,0.81098546,15.59450728,3.033925687,1,0.093699515,0.37641357,1.502423263,2.541195477,0.743134087,0.210016155,0.222940226,0,0.095315024,0.384491115,0.004846527,259.4927301,0.143780291,0.011308562,0.045234249,447057.294,19.8917609,132.9806139,1.44911147,0.230672176,5.534733441,0.859985307,132.0177706,964.382019,13,0
0.179799496,0.530014641,0.335237936,0.231103002,0.098451073,0.660899013,0.1167625,0.13620078,0.17092867,2019,0.335237936,0.350243466,683,0.231103002,0.660899013,0.098451073,0.1167625,0.13620078,0.17092867,1.904831625,0.042459736,0.065885798,0.530014641,0.002928258,0.461200586,0.248901903,0.46852123,1.452415813,0.660322108,1.919472914,0.891654466,11.81698392,1.821376281,1,0.054172767,0.247437775,0.789165447,1.169838946,0.462664714,0.465592972,0.137628111,0,0.115666179,0.272327965,0.005856515,420.7071743,0.37920937,0.036603221,0.11420205,867755.7394,34.43045388,216.4934114,1.336749634,0.170914537,5.925329429,0.918006363,284.9443631,939.4880901,43,1
0.122568757,0.527511962,0.267266446,0.248874466,0.089957968,0.624796764,0.169431137,0.035744114,0.185568189,2042,0.267266446,0.26605675,836,0.248874466,0.624796764,0.089957968,0.169431137,0.035744114,0.185568189,1.769138756,0.023923445,0.087320574,0.527511962,0,0.590909091,0.311004785,0.589712919,1.733253589,0.807416268,2.423444976,1.148325359,16.5641627,5.991626794,1,0.003588517,0.175837321,0.532296651,0.7715311,0.476076555,0.349282297,0.066985646,0,0.029904306,0.447368421,0,1435.858006,0.401913876,0.046650718,0.126794258,1202154.407,39.62572727,228.9043062,5.172248804,0.217848735,19.38157895,0.997916401,981.3305645,3637.375359,-999,0
0.065255076,0.356269113,0.12500611,0.244759088,0.069398759,0.657211584,0.117427321,0.156137325,0.164433772,2071,0.12500611,0.138705181,654,0.244759088,0.657211584,0.069398759,0.117427321,0.156137325,0.164433772,2.218654434,0.079510703,0.03058104,0.356269113,0,0.640672783,0.304281346,0.706422018,1.767584098,0.590214067,2.152905199,0.770642202,17.91437307,2.183486239,1,0.033639144,0.451070336,1.350152905,1.902140673,0.773700306,0.233944954,0.175840979,0,0.073394495,0.321100917,0.003058104,326.1070335,0.194189602,0.009174312,0.079510703,445565.6422,27.64678899,153.7186544,1.256880734,0.217065058,4.932721713,1.106538719,187.2538226,1088.281983,32,0
0.063054045,0.363636364,0.110054926,0.287514646,0.207109399,0.605511208,0.161529326,0.056564157,0.312331805,2106,0.110054926,0.126511642,121,0.287514646,0.605511208,0.207109399,0.161529326,0.056564157,0.312331805,2.537190083,0.049586777,0.115702479,0.363636364,0,0.41322314,0.20661157,0.446280992,1.20661157,0.785123967,1.421487603,1.074380165,37.04958678,1.578512397,1,0.008264463,0.272727273,0.859504132,1.669421488,0.685950413,0.338842975,0.099173554,0,0.115702479,0.26446281,0,619.0578516,0.26446281,0.033057851,0.181818182,314750.7273,54.01652894,29.19834711,2.115702479,0.238689608,6.330578512,1.882369139,387.6942149,1568.23016,28,0
0.057467789,0.295138889,0.080526226,0.286683162,0.111433673,0.623384992,0.076385923,0.0902586,0.278819752,2115,0.080526226,0.119010327,288,0.286683162,0.623384992,0.111433673,0.076385923,0.0902586,0.278819752,2.677083333,0.034722222,0.145833333,0.295138889,0,0.770833333,0.288194444,0.788194444,2.232638889,0.565972222,2.829861111,0.690972222,60.67013888,3.020833333,0.993055556,0.024305556,0.329861111,1.086805556,1.739583333,0.857638889,0.125,0.104166667,0,0,0.520833333,0.003472222,729.6701388,0.170138889,0.055555556,0.170138889,287532.559,61.47222222,52.29513889,0.767361111,0.17698909,4.100694444,0.935400146,443.1666667,2719.440443,39,1
0.057467789,0.295138889,0.080526226,0.286683162,0.111433673,0.623384992,0.076385923,0.0902586,0.278819752,2115,0.080526226,0.119010327,288,0.286683162,0.623384992,0.111433673,0.076385923,0.0902586,0.278819752,2.677083333,0.034722222,0.145833333,0.295138889,0,0.770833333,0.288194444,0.788194444,2.232638889,0.565972222,2.829861111,0.690972222,60.67013888,3.020833333,0.993055556,0.024305556,0.329861111,1.086805556,1.739583333,0.857638889,0.125,0.104166667,0,0,0.520833333,0.003472222,729.6701388,0.170138889,0.055555556,0.170138889,287532.559,61.47222222,52.29513889,0.767361111,0.17698909,4.100694444,0.935400146,443.1666667,2719.440443,39,1
0.11136416,0.460076046,0.214955651,0.268983312,0.101974138,0.631585759,0.195946517,0.044771431,0.231618889,2156,0.214955651,0.227937976,263,0.268983312,0.631585759,0.101974138,0.195946517,0.044771431,0.231618889,1.980988593,0.02661597,0.152091255,0.460076046,0,0.448669202,0.254752852,0.441064639,1.235741445,0.935361217,1.536121673,1.258555133,29.12167298,2.159695817,0.923954373,0,0.209125475,0.543726236,0.901140684,0.574144487,0.338403042,0.102661597,0,0,0.365019011,0,979.9011407,0.357414449,0.079847909,0.148288973,110121.7985,48.98479088,67.70342205,3.718631179,0.293107181,9.422053232,0.858029875,578.1901141,3033.76377,27,0
0.203288349,0.479642502,0.354945481,0.217399282,0.096979784,0.677499129,0.123944661,0.174989427,0.158423561,2163,0.354945481,0.373127383,1007,0.217399282,0.677499129,0.096979784,0.123944661,0.174989427,0.158423561,2.038728898,0.050645482,0.037735849,0.479642502,0.017874876,0.549155909,0.281032771,0.604766634,1.895729891,0.820258193,2.616683217,1.142005958,13.14399207,3.186693148,1,0.069513406,0.249255214,0.811320755,1.246276068,0.543197617,0.337636544,0.157894737,0,0.139026812,0.37040715,0,390.9980138,0.275074479,0.013902681,0.071499503,595210.4399,26.71300894,293.7715988,1.991062562,0.225225171,7.768619662,1.086054955,269.6564052,1053.753653,46,1
0.072149167,0.323751891,0.105145259,0.254684329,0.143297185,0.656019884,0.100751745,0.100635804,0.171004981,2222,0.105145259,0.136856596,661,0.254684329,0.656019884,0.143297185,0.100751745,0.100635804,0.171004981,2.476550681,0.046898638,0.288956127,0.323751891,0.004538578,0.827534039,0.32677761,0.835098336,2.393343419,0.7397882,3.226928896,0.986384266,34.88804843,7.922844175,1,0.02118003,0.252647504,0.786686838,1.254160363,0.795763994,0.157337368,0.172465961,0,0,0.621785174,0.006051437,1054.414523,0.178517398,0.102874433,0.06505295,297128.0756,31.53252647,131.9440242,2.992435703,0.216626077,14.55975794,1.003048319,629.4039334,3277.365258,21,0
0.152885335,0.340388007,0.247002548,0.243273446,0.098788812,0.615577046,0.116672043,0.114997678,0.1821875,2230,0.247002548,0.272634891,567,0.243273446,0.615577046,0.098788812,0.116672043,0.114997678,0.1821875,3.410934744,0.058201058,0.068783069,0.340388007,0,0.543209877,0.24691358,0.626102293,1.615520282,0.592592593,2.088183422,0.761904762,25.20811288,4.038800705,1,0.026455026,0.352733686,1.700176367,3.109347443,0.716049383,0.285714286,0.144620811,0,0.158730159,0.342151675,0.014109347,527.9453263,0.227513228,0.024691358,0.05643739,323184.4497,25.66137566,137.643739,1.934744268,0.212408242,7.594356261,0.976219407,320.4391534,1926.81706,-999,0
0.114628801,0.607734807,0.273098382,0.264969441,0.078912966,0.641465979,0.203965316,0.010346656,0.301502594,2233,0.273098382,0.244650851,181,0.264969441,0.641465979,0.078912966,0.203965316,0.010346656,0.301502594,1.370165746,0,0.077348066,0.607734807,0,0.546961326,0.386740331,0.552486188,1.657458564,0.519337017,2.309392265,0.70718232,63.160221,4.574585635,1,0,0.082872928,0.127071823,0.165745856,0.314917127,0.375690608,0,0,0,0.502762431,0,957.4088395,0.486187845,0.038674033,0.26519337,559248.326,73.0276243,64.27624309,2.182320442,0.19153164,9.546961326,0.72182997,812.5966851,1706.641201,38,0
0.114686102,0.383206107,0.19761935,0.244458289,0.151945181,0.651709114,0.188853082,0.110680501,0.192715679,2252,0.19761935,0.222893527,655,0.244458289,0.651709114,0.151945181,0.188853082,0.110680501,0.192715679,2.705343511,0.039694656,0.273282443,0.383206107,0.01221374,0.517557252,0.21221374,0.535877863,1.305343511,0.815267176,1.610687023,1.151145038,21.94198475,2.001526718,1,0.022900763,0.210687023,0.755725191,1.248854962,0.679389313,0.419847328,0.177099237,0,0.129770992,0.351145038,0,500.0015271,0.229007634,0.036641221,0.094656489,587075.8214,32.76030535,153.4183206,2.064122137,0.296800042,5.632061069,0.787075507,300.2656489,1780.640024,22,0
0.098516592,0.32038835,0.151428892,0.263398688,0.144448747,0.642186124,0.124425522,0.072537171,0.197527375,2263,0.151428892,0.191382306,412,0.263398688,0.642186124,0.144448747,0.124425522,0.072537171,0.197527375,2.737864078,0.033980583,0.162621359,0.32038835,0,0.59223301,0.235436893,0.621359223,1.376213592,0.652912621,1.601941748,0.786407767,25.30582527,1.808252427,1,0.02184466,0.218446602,0.84223301,1.473300971,0.776699029,0.283980583,0.065533981,0,0.121359223,0.422330097,0.004854369,363.4101942,0.216019417,0.050970874,0.126213592,680836.8811,36.98058252,105.7718447,1.041262136,0.238518841,3.587378641,0.778190977,174.9417476,1504.214202,6,0
0.101803927,0.3640625,0.164151766,0.227388827,0.109978329,0.64564464,0.163527501,0.203310996,0.156991472,2271,0.164151766,0.189079188,640,0.227388827,0.64564464,0.109978329,0.163527501,0.203310996,0.156991472,2.571875,0.0453125,0.1328125,0.3640625,0.0109375,0.3625,0.1734375,0.4765625,1.54375,0.9625,2.19375,1.26875,14.01406248,3.29375,1,0.0421875,0.259375,0.878125,1.396875,0.7421875,0.4,0.2546875,0,0.2265625,0.265625,0.00625,512.7609374,0.19375,0.034375,0.0890625,291040.3109,25.8421875,140.8203125,2.428125,0.218250733,8.2828125,0.804836928,322.7625,1731.455277,17,0
0.147194611,0.520689655,0.328899319,0.227866665,0.052113214,0.681130438,0.125210275,0.127460778,0.187489362,2278,0.328899319,0.322143785,290,0.227866665,0.681130438,0.052113214,0.125210275,0.127460778,0.187489362,1.937931034,0.031034483,0.2,0.520689655,0,0.406896552,0.227586207,0.448275862,1.013793103,0.613793103,1.193103448,0.648275862,8.831034507,1.017241379,1,0.027586207,0.210344828,0.624137931,0.903448276,0.479310345,0.506896552,0.120689655,0,0.055172414,0.265517241,0.003448276,290.4586207,0.286206897,0.04137931,0.093103448,629821.5345,32.5137931,90.56896552,0.868965517,0.16616987,3.851724138,0.813711004,198.9724138,722.4982235,49,0
0.095439085,0.390428212,0.193559879,0.21752328,0.07797678,0.660554159,0.143453832,0.137842812,0.172487678,2291,0.193559879,0.210962417,397,0.21752328,0.660554159,0.07797678,0.143453832,0.137842812,0.172487678,3.231738035,0.052896725,0.037783375,0.390428212,0,0.617128463,0.244332494,0.652392947,1.317380353,0.415617128,1.702770781,0.471032746,20.14861464,1.634760705,1,0.047858942,0.360201511,1.664987406,2.876574307,0.664987406,0.34256927,0.062972292,0,0.100755668,0.335012594,0.005037783,203.9647355,0.221662469,0.010075567,0.052896725,315352.1184,23.42065491,89.23929471,0.632241814,0.135415567,4.176322418,0.631090321,118.8010076,537.0340387,37,0
0.283301168,0.617511521,0.529624192,0.25491765,0.098305873,0.648819039,0.122034319,0.017072878,0.224249871,2297,0.529624192,0.501697686,434,0.25491765,0.648819039,0.098305873,0.122034319,0.017072878,0.224249871,1.794930876,0.00921659,0.112903226,0.617511521,0,0.299539171,0.177419355,0.299539171,0.870967742,0.562211982,1.122119816,0.698156682,20.01152073,1.516129032,1,0.002304147,0.082949309,0.241935484,0.444700461,0.343317972,0.543778802,0.013824885,0,0.158986175,0.251152074,0,490.8548387,0.525345622,0.057603687,0.184331797,1106973.915,50.10829492,149.7465438,1.235023041,0.17744368,5.83640553,0.987802528,344.1129032,1038.066317,50,1
